"","ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumHBondDonors","NumOfConf","parentspecies","hydroxyl..alkyl.","ketone","carboxylic.acid","carbonylperoxynitrate","hydroperoxide","carbonylperoxyacid"
"913",1100,-8.00976459925304,298.97608922,25,6,13,3,431,"toluene",2,1,0,1,1,0
"914",1101,-8.07065008516475,281.001910044,26,7,11,2,489,"toluene",1,2,1,0,0,0
"915",1103,-3.67745338202884,278.98625998,24,7,11,1,408,"toluene",0,1,1,0,0,0
"916",1104,-6.93602799450679,220.021917216,23,7,8,2,257,"toluene",0,0,0,0,2,0
"917",1105,-4.44874444737053,235.069201756,29,8,7,1,181,"apin",0,1,0,0,1,0
"918",1106,-1.23188498023175,175.01168688,17,5,6,1,28,"toluene",1,1,0,0,0,0
"919",1107,-9.15755127646118,253.006995424,24,6,10,3,384,"toluene",2,1,1,0,0,0
"920",1108,-5.37008587531248,331.961167428,26,5,15,2,440,"toluene",0,1,1,1,1,0
"921",1109,-3.05687923031218,151.995702468,14,3,7,3,25,"toluene",1,0,0,0,1,1
"922",1112,-1.28533271231336,307.976423568,25,7,12,0,79,"toluene",0,2,0,0,0,0
"923",1113,-4.69301455413679,296.996824664,27,7,12,2,540,"toluene",0,1,1,0,1,0
"924",1114,-5.60462064510496,357.976817492,30,7,15,2,648,"toluene",1,1,1,1,0,0
"925",1115,-4.20591541221927,209.017166184,21,5,8,3,125,"toluene",2,1,0,0,1,0
"926",1117,-6.84711756594776,204.063388104,26,8,6,2,416,"decane",1,3,0,0,1,0
"927",1118,-1.73028720574906,208.980780676,17,4,9,2,37,"toluene",0,0,1,0,1,0
"928",1120,-6.34566436111427,368.033938444,37,10,13,1,259,"apin",0,2,0,1,0,1
"929",1121,-6.80411099980302,218.006267152,21,7,8,2,77,"toluene",0,1,1,0,0,1
"930",1122,-5.48836801097997,249.121237328,36,10,6,2,343,"decane",2,1,0,0,0,0
"931",1123,-5.33993204015264,343.997552936,31,7,14,2,321,"toluene",1,0,0,1,1,0
"932",1124,-8.2328791477935,265.006995424,25,7,10,2,70,"toluene",0,0,1,0,0,1
"933",1125,-4.59093664496806,345.976817492,29,6,15,3,347,"toluene",1,0,0,1,1,1
"934",1126,-4.47819437856271,206.006267152,20,6,8,2,93,"toluene",0,2,0,0,1,1
"935",1127,-7.12920181840146,262.99134536,23,7,10,2,67,"toluene",0,2,1,0,0,1
"936",1129,-4.94401477713914,194.006267152,19,5,8,3,196,"toluene",1,0,1,0,1,0
"937",1131,-2.78261634107038,311.971338188,25,6,13,1,50,"toluene",0,0,0,1,0,1
"938",1132,-6.07093956085869,308.049194584,33,9,10,1,321,"apin",1,2,0,0,0,0
"939",1133,1.75342795907107,164.990951436,14,3,7,1,16,"toluene",1,1,0,0,0,0
"940",1134,-9.35059560258661,234.073952788,30,9,7,3,420,"apin",1,0,1,0,1,0
"941",1135,-4.48875573442467,282.9811746,24,6,12,3,208,"toluene",2,0,0,0,0,1
"942",1136,-3.52158230183535,297.06959568,35,9,10,2,134,"apin",0,0,0,1,1,1
"943",1138,-3.50566733622518,205.022251564,21,6,7,2,14,"toluene",2,2,0,0,0,0
"944",1139,-15.1459711429758,254.02739652,27,7,10,4,452,"toluene",2,0,0,0,1,1
"945",1140,-0.417184038024328,281.997159012,25,6,11,1,60,"toluene",1,1,0,1,0,0
"946",1141,-10.3342928106634,299.048860236,33,8,11,4,848,"apin",2,0,0,0,1,1
"947",1142,-3.34056073921868,313.986988252,27,6,13,1,176,"toluene",0,0,1,1,0,0
"948",1143,-7.46096545577606,312.991739284,28,7,13,3,371,"toluene",1,1,0,1,2,0
"949",1144,-7.95760467231008,315.007389348,30,7,13,4,519,"toluene",2,0,1,1,1,0
"950",1145,-5.1001851658566,173.980052404,14,5,7,2,25,"toluene",1,2,1,0,0,0
"951",1146,-6.4450640202525,247.105587264,34,10,6,1,225,"decane",1,2,0,0,0,0
"952",1147,-11.9608970180326,299.012474728,29,7,12,4,223,"toluene",2,0,0,0,2,0
"953",1148,-7.25682699143524,265.006995424,25,7,10,3,23,"toluene",1,0,0,0,0,2
"954",1150,-7.23549577861456,343.997552936,31,7,14,4,588,"toluene",3,0,0,0,0,1
"955",1152,-6.37473294731989,265.006995424,25,7,10,2,73,"toluene",0,1,0,0,1,1
"956",1153,-0.347756863497726,293.997159012,26,7,11,1,171,"toluene",1,2,0,0,0,0
"957",1154,3.62749554990872,164.990951436,14,3,7,1,9,"toluene",0,0,0,1,1,0
"958",1155,-3.64805103749949,314.02337376,31,7,12,2,141,"apin",0,0,0,0,0,2
"959",1156,-2.18241316079445,209.017166184,21,5,8,2,32,"toluene",1,0,0,0,0,1
"960",1157,-7.51606783903793,220.058302724,27,8,7,3,156,"apin",0,1,1,0,2,0
"961",1158,-5.03345306934307,266.98625998,23,6,11,1,127,"toluene",0,1,0,0,0,1
"962",1160,-5.18300563581323,282.9811746,24,6,12,3,285,"toluene",1,0,1,1,1,0
"963",1161,-9.61908550152269,236.016831836,24,7,9,3,148,"toluene",1,1,1,0,1,0
"964",1162,-8.41709961943952,210.001181772,20,5,9,4,133,"toluene",2,1,1,0,1,0
"965",1163,-4.27482213655385,158.021523292,17,6,5,2,49,"toluene",1,1,1,0,0,0
"966",1164,-5.79821979061919,328.039023824,34,8,12,2,498,"apin",0,2,0,0,2,0
"967",1165,-5.22244405598155,361.971732112,30,6,16,2,507,"toluene",0,1,0,1,1,1
"968",1166,-4.68391606870969,225.996096392,21,5,10,3,382,"toluene",1,1,0,0,1,1
"969",1167,-8.47443759431101,265.006995424,25,7,10,3,82,"toluene",1,0,1,0,1,0
"970",1169,2.4333549438339,175.01168688,17,5,6,0,5,"toluene",0,0,0,0,0,0
"971",1170,-0.717009371396573,344.033938444,35,8,13,2,201,"apin",0,0,0,1,1,1
"972",1171,1.65905165238135,158.021523292,17,6,5,2,10,"toluene",1,2,0,0,1,0
"973",1172,-9.2018709012133,192.027002596,21,6,7,3,292,"toluene",1,0,1,0,1,0
"974",1173,-7.12387028818302,277.07976644,34,10,8,1,330,"apin",0,2,0,0,1,0
"975",1174,-5.44454506244267,254.98625998,22,5,11,2,280,"toluene",0,1,1,0,1,0
"976",1175,-8.0948902263453,296.996824664,27,7,12,3,140,"toluene",2,1,1,1,0,0
"977",1176,-6.82074448483826,222.001181772,21,6,9,3,376,"toluene",1,1,1,0,1,0
"978",1177,-4.94443961210688,269.038295552,29,7,10,2,256,"apin",0,1,0,1,2,0
"979",1178,-4.3309291419815,280.017894456,27,7,10,2,166,"toluene",2,1,0,0,0,0
"980",1179,-0.745165285634689,295.976423568,24,6,12,1,33,"toluene",0,2,0,1,1,0
"981",1180,-5.94850855853193,176.068473484,24,7,5,2,142,"decane",1,2,0,0,1,0
"982",1182,-3.09127554290937,266.0386299,28,7,9,1,108,"apin",0,0,1,0,0,0
"983",1183,-1.43647076847903,266.98625998,23,6,11,2,150,"toluene",1,1,0,1,1,0
"984",1184,-8.44502924398966,282.9811746,24,6,12,3,486,"toluene",0,1,2,0,1,0
"985",1185,-5.16513223167421,203.990617088,18,6,8,2,22,"toluene",1,2,0,0,1,0
"986",1186,-6.30196400940945,247.105587264,34,10,6,1,133,"decane",0,1,1,0,0,0
"987",1187,-14.9107467567452,252.12090298,37,10,7,4,948,"decane",2,1,0,0,2,0
"988",1188,-4.25179634330089,294.9811746,25,7,12,2,115,"toluene",1,1,1,1,0,0
"989",1191,-7.19684774767445,253.006995424,24,6,10,2,238,"toluene",0,1,2,0,0,0
"990",1193,-5.17039608937946,313.986988252,27,6,13,2,92,"toluene",1,0,0,1,0,1
"991",1194,-8.16871058341227,266.98625998,23,6,11,2,43,"toluene",0,0,0,1,1,1
"992",1195,-4.88825996491505,281.001910044,26,7,11,2,182,"toluene",0,0,0,1,2,0
"993",1197,-6.74591218443167,194.006267152,19,5,8,2,93,"toluene",0,1,1,0,1,0
"994",1198,-5.93465728306921,233.017166184,23,7,8,1,85,"toluene",0,2,0,0,1,0
"995",1200,-2.47671370709857,312.007723696,29,7,12,1,330,"apin",0,2,0,1,1,0
"996",1202,-6.12273320309616,326.059759268,36,9,11,2,573,"apin",1,2,0,0,1,0
"997",1203,-11.1666375152182,252.011746456,25,7,10,5,579,"toluene",4,1,0,0,0,1
"998",1204,-1.20033934493789,341.945517364,25,6,15,1,21,"toluene",1,1,0,2,0,0
"999",1205,-7.57735283334469,356.033938444,36,9,13,2,479,"apin",0,1,0,0,1,1
"1000",1206,-6.48692570493621,175.995702468,16,5,7,2,35,"toluene",0,0,1,0,1,0
"1001",1207,-7.14698631684784,204.063388104,26,8,6,2,82,"apin",0,0,1,0,0,1
"1002",1209,-3.99447258487313,297.992073632,26,6,12,1,163,"toluene",0,2,1,0,0,0
"1003",1210,-3.18311665783491,310.97608922,26,7,13,2,214,"toluene",1,2,0,1,1,0
"1004",1211,-0.694024318766085,207.00151612,19,5,8,1,51,"toluene",0,1,0,0,1,0
"1005",1212,-6.30564998372991,255.022645488,26,6,10,3,220,"toluene",2,0,0,0,0,1
"1006",1213,-3.46130099658341,257.001910044,24,5,11,3,325,"toluene",1,0,0,1,2,0
"1007",1214,-6.33870291528378,356.033938444,36,9,13,2,606,"apin",1,1,0,1,1,0
"1008",1215,-5.80197948785548,269.001910044,25,6,11,3,40,"toluene",1,0,0,0,0,2
"1009",1216,-6.16444845605889,253.006995424,24,6,10,3,244,"toluene",3,1,0,0,0,0
"1010",1217,-2.50374282227165,327.966252808,26,6,14,1,188,"toluene",0,1,1,1,0,0
"1011",1218,-7.42341590455022,293.997159012,26,7,11,2,90,"toluene",0,0,1,0,0,1
"1012",1219,-4.59593734845438,282.9811746,24,6,12,3,97,"toluene",1,1,0,0,1,1
"1013",1220,-7.55139484765633,251.064116376,30,8,8,2,664,"decane",1,2,0,0,1,0
"1014",1221,-6.70047494764239,281.001910044,26,7,11,3,214,"toluene",1,0,1,0,0,1
"1015",1222,-5.54021062879891,312.007723696,29,7,12,2,126,"toluene",0,0,0,0,1,1
"1016",1223,-4.30573144231866,308.049194584,33,9,10,1,223,"apin",0,1,1,0,0,0
"1017",1224,-7.81533180411521,325.0645103,37,10,11,2,214,"apin",0,1,0,0,1,1
"1018",1225,-2.51700132748222,280.965524536,22,6,12,1,64,"toluene",0,2,0,1,1,0
"1019",1226,-6.64235917768645,265.006995424,25,7,10,2,115,"toluene",1,1,0,0,0,1
"1020",1227,-7.10139961406501,324.080494712,38,10,10,1,322,"decane",0,2,0,0,1,0
"1021",1228,-6.15649846166756,218.006267152,21,7,8,2,97,"toluene",0,1,0,0,2,0
"1022",1229,-9.24391050461299,220.021917216,23,7,8,3,227,"toluene",1,1,1,0,1,0
"1023",1232,-7.44676031352801,190.011352532,19,6,7,3,28,"toluene",2,1,1,0,0,0
"1024",1233,-1.17743907594191,250.99134536,22,6,10,2,88,"toluene",1,0,0,0,0,1
"1025",1234,-4.68301707580834,249.048466312,28,8,8,1,225,"decane",0,3,0,0,1,0
"1026",1235,-7.69252436961702,328.002638316,30,7,13,3,218,"toluene",1,1,0,0,2,0
"1027",1236,-9.64725109310329,220.094688232,31,9,6,2,115,"decane",0,1,0,0,1,1
"1028",1237,-5.27546612030573,296.996824664,27,7,12,2,420,"toluene",1,1,0,0,0,1
"1029",1238,-10.9237145250253,265.006995424,25,7,10,3,203,"toluene",1,1,1,0,1,0
"1030",1239,-6.52768128921389,266.98625998,23,6,11,3,186,"toluene",1,1,0,0,1,1
"1031",1240,-2.86545938951507,221.053551692,26,7,7,1,19,"apin",0,0,1,0,0,0
"1032",1241,-6.68598100574829,265.116151948,37,10,7,2,332,"decane",1,1,0,0,1,0
"1033",1242,-5.77494732242503,238.99134536,21,5,10,2,145,"toluene",0,0,1,0,0,1
"1034",1243,-7.54907407959664,249.08485182,32,9,7,2,363,"decane",2,2,0,0,0,0
"1035",1245,-5.55494177339497,345.976817492,29,6,15,2,300,"toluene",0,0,1,1,1,0
"1036",1247,-2.53134327215369,221.053551692,26,7,7,1,84,"apin",0,1,0,0,1,0
"1037",1248,-10.5407525335977,218.006267152,21,7,8,3,35,"toluene",1,1,1,0,0,1
"1038",1249,-4.12702559714077,246.99643074,22,7,9,1,82,"toluene",0,4,1,0,0,0
"1039",1251,-8.69549740704286,249.012080804,24,7,9,2,120,"toluene",2,2,0,0,0,0
"1040",1252,-5.56038693194457,284.049194584,31,7,10,2,271,"apin",0,0,1,0,1,0
"1041",1253,-12.9816374752927,236.089602852,32,9,7,3,483,"decane",1,1,0,0,1,1
"1042",1254,-6.12284515295149,237.996096392,22,6,10,2,271,"toluene",0,1,0,0,1,1
"1043",1255,-6.28699233823228,236.016831836,24,7,9,3,244,"toluene",1,1,0,0,2,0
"1044",1256,-5.57501354037939,329.981902872,28,6,14,2,241,"toluene",1,0,0,1,1,0
"1045",1257,-5.00403563296746,278.98625998,24,7,11,1,252,"toluene",0,1,1,0,0,0
"1046",1258,-3.29883008242715,202.084123548,28,9,5,1,46,"apin",0,2,0,0,1,0
"1047",1259,-10.1549426454412,296.996824664,27,7,12,3,245,"toluene",0,0,0,0,2,1
"1048",1261,-2.66117363181775,233.053551692,27,8,7,1,47,"apin",0,1,0,0,1,0
"1049",1262,-3.64491784693341,359.992467556,32,7,15,3,449,"toluene",2,0,0,2,1,0
"1050",1263,-2.60742114398858,266.98625998,23,6,11,2,206,"toluene",1,1,0,0,0,1
"1051",1264,-2.51803609748508,163.995702468,15,4,7,2,63,"toluene",0,1,0,0,1,1
"1052",1265,-6.4425176599414,296.996824664,27,7,12,3,296,"toluene",2,1,0,0,1,0
"1053",1266,-0.828954724812041,330.01828838,32,7,13,2,257,"apin",0,0,0,1,1,1
"1054",1267,-8.62119562217205,234.99643074,21,6,9,3,72,"toluene",1,1,2,0,0,0
"1055",1268,-4.53753458351586,263.100501884,35,10,7,1,195,"decane",0,2,0,0,1,0
"1056",1269,-4.4398637676735,368.033938444,37,10,13,2,162,"apin",0,2,0,0,1,1
"1057",1272,-6.00092876626866,255.022645488,26,6,10,3,361,"toluene",2,0,0,1,1,0
"1058",1273,-6.13572897815928,293.07468106,35,10,9,2,547,"decane",1,3,0,0,1,0
"1059",1274,-5.87000257189676,386.044503128,40,10,14,1,534,"apin",0,1,0,1,1,0
"1060",1275,-1.86634457421876,377.966646732,31,6,17,2,658,"toluene",0,1,0,2,2,0
"1061",1276,-11.117449713859,328.002638316,30,7,13,4,286,"toluene",3,0,1,0,0,0
"1062",1279,1.91635021348549,220.980780676,18,5,9,0,24,"toluene",0,1,0,0,0,0
"1063",1280,-5.36284012776456,312.044109204,33,8,11,1,235,"apin",0,0,0,1,1,0
"1064",1281,-8.65883037751334,272.996824664,25,5,12,3,1008,"toluene",0,1,1,0,2,0
"1065",1282,-6.30685997991488,190.011352532,19,6,7,2,59,"toluene",0,0,1,0,1,0
"1066",1283,-7.34446798979468,223.069201756,28,7,7,2,119,"decane",1,0,0,0,0,1
"1067",1284,-6.73909302412134,296.012809076,28,7,11,2,169,"toluene",1,0,0,0,1,0
"1068",1285,0.561319016448938,232.980780676,19,6,9,1,39,"toluene",1,1,0,0,0,0
"1069",1286,-6.01598564510072,250.99134536,22,6,10,2,70,"toluene",1,0,1,0,0,0
"1070",1287,-7.97617998337889,251.100501884,34,9,7,2,384,"decane",1,1,0,0,1,0
"1071",1288,-5.12117716469843,195.00151612,18,4,8,4,98,"toluene",3,0,1,0,0,0
"1072",1289,-6.19386659033342,292.054279964,32,9,9,1,69,"apin",0,0,1,0,0,0
"1073",1290,-2.89174645734569,307.976423568,25,7,12,1,168,"toluene",0,2,1,0,0,0
"1074",1291,-9.74406951732148,328.002638316,30,7,13,3,416,"toluene",3,1,0,1,0,0
"1075",1292,-6.96659160801878,254.98625998,22,5,11,4,140,"toluene",2,1,1,0,1,0
"1076",1294,-5.16315601163197,328.039023824,34,8,12,2,407,"apin",0,0,0,0,1,1
"1077",1295,-7.92511505576504,208.021917216,22,6,8,3,289,"toluene",0,0,1,0,2,0
"1078",1296,-5.65388488024781,266.98625998,23,6,11,2,84,"toluene",0,0,1,1,0,1
"1079",1297,-6.02451536442699,163.995702468,15,4,7,3,106,"toluene",0,1,2,0,1,0
"1080",1298,-3.98694608470902,253.006995424,24,6,10,3,56,"toluene",2,1,0,0,0,1
"1081",1300,-4.04526150539976,269.038295552,29,7,10,3,464,"apin",1,0,0,0,1,1
"1082",1301,-10.910924761056,311.048860236,34,9,11,3,813,"apin",0,2,1,0,2,0
"1083",1302,-5.54597988531058,218.006267152,21,7,8,2,10,"toluene",0,1,0,0,1,1
"1084",1303,-7.37776432432681,326.059759268,36,9,11,2,449,"apin",0,0,1,0,1,0
"1085",1304,4.52315342815997,133.073893212,20,5,3,0,2,"decane",0,0,0,0,0,0
"1086",1305,-4.87834214212397,216.099773612,31,10,5,1,151,"decane",0,3,0,0,1,0
"1087",1306,-7.07942448218182,269.001910044,25,6,11,3,92,"toluene",2,0,1,1,0,0
"1088",1307,-7.62606779952451,269.001910044,25,6,11,3,279,"toluene",2,2,0,0,1,0
"1089",1308,-4.27353051078986,315.966252808,25,5,14,2,340,"toluene",0,0,1,1,1,0
"1090",1309,-1.1719804686051,311.971338188,25,6,13,1,99,"toluene",0,1,0,1,1,0
"1091",1310,-2.66055012394898,341.981902872,29,7,14,3,1,"toluene",3,1,0,1,0,0
"1092",1311,-4.15537205109254,264.059365344,30,8,8,1,46,"apin",0,0,1,0,0,0
"1093",1312,-5.42132128411041,293.07468106,35,10,9,2,378,"apin",1,1,0,0,1,0
"1094",1313,-2.16739941574017,327.966252808,26,6,14,2,189,"toluene",1,0,1,1,0,0
"1095",1314,-7.39288898186492,300.991739284,27,6,13,4,635,"toluene",1,0,0,0,2,1
"1096",1315,-3.14790409214258,322.064844648,36,10,10,0,27,"apin",0,2,0,0,0,0
"1097",1316,-5.67876921483037,291.059030996,33,10,9,1,238,"decane",0,4,0,0,1,0
"1098",1317,-8.28348902139852,265.006995424,25,7,10,3,67,"toluene",3,2,0,0,0,0
"1099",1318,-1.79320992270194,298.02845914,30,7,11,2,21,"apin",0,0,0,0,1,1
"1100",1320,-3.64443424294635,284.996824664,26,6,12,2,448,"toluene",1,1,0,1,1,0
"1101",1322,-7.3656139983827,225.048466312,26,6,8,3,512,"apin",1,0,1,0,1,0
"1102",1323,-2.03317587822784,266.98625998,23,6,11,2,65,"toluene",1,1,0,0,0,1
"1103",1324,-4.8169631337114,291.059030996,33,10,9,1,163,"apin",0,1,0,0,0,1
"1104",1325,-2.13924543605486,315.966252808,25,5,14,2,165,"toluene",0,0,0,1,1,1
"1105",1326,-2.31271917268918,225.012080804,22,5,9,3,90,"toluene",1,0,1,0,1,0
"1106",1327,-2.17306619071616,298.02845914,30,7,11,1,173,"apin",0,1,0,1,1,0
"1107",1328,-9.05113970566932,237.012080804,23,6,9,3,343,"toluene",1,0,1,0,1,0
"1108",1330,-4.49340419159652,322.064844648,36,10,10,1,76,"apin",0,1,0,0,1,0
"1109",1331,-9.04831814160119,253.006995424,24,6,10,3,13,"",1,1,0,0,2,0
"1110",1332,-5.02089717406175,249.012080804,24,7,9,2,212,"toluene",0,0,0,0,2,0
"1111",1333,-2.47811382564443,250.99134536,22,6,10,2,300,"toluene",1,3,0,0,1,0
"1112",1334,-2.83713746535029,325.986988252,28,7,13,2,252,"toluene",1,2,0,0,0,1
"1113",1335,-6.10633660916936,279.095416504,36,10,8,3,35,"apin",1,0,0,0,2,0
"1114",1336,-5.07635866222109,265.006995424,25,7,10,2,101,"toluene",2,2,0,1,0,0
"1115",1337,-4.29091015555053,174.05282342,22,7,5,1,79,"decane",0,2,0,0,1,0
"1116",1339,-5.19188822760249,212.016831836,22,5,9,5,192,"toluene",4,0,0,0,1,0
"1117",1340,-1.63958345517417,160.037173356,19,6,5,1,19,"toluene",0,0,0,0,1,0
"1118",1341,-5.46382893447293,222.001181772,21,6,9,3,75,"toluene",2,0,0,0,0,1
"1119",1343,-5.07216226010075,286.97608922,24,5,13,3,363,"toluene",1,1,1,1,1,0
"1120",1344,-4.42201723459313,283.017560108,28,7,11,2,433,"apin",0,2,0,1,2,0
"1121",1345,-3.05155269666555,313.986988252,27,6,13,1,102,"toluene",0,1,1,1,0,0
"1122",1346,-9.99172875530156,265.006995424,25,7,10,4,46,"toluene",2,0,1,0,1,0
"1123",1348,-4.38401838222349,262.99134536,23,7,10,1,55,"toluene",0,3,1,0,0,0
"1124",1349,-4.16399242796402,368.033938444,37,10,13,1,237,"apin",0,2,0,1,0,1
"1125",1353,-5.14839205007236,186.016437912,19,7,6,2,7,"toluene",1,1,1,0,0,0
"1126",1354,-8.32536137828303,222.001181772,21,6,9,3,176,"toluene",1,2,1,0,1,0
"1127",1355,-8.66547756483585,188.032087976,21,7,6,3,51,"toluene",2,1,0,0,1,0
"1128",1356,-5.65487709407972,265.006995424,25,7,10,2,349,"toluene",0,3,1,0,1,0
"1129",1357,-5.05182139918793,158.021523292,17,6,5,2,11,"toluene",1,2,0,0,1,0
"1130",1358,-4.68174352563175,325.986988252,28,7,13,2,246,"toluene",1,1,0,0,1,0
"1131",1359,-8.40821878177926,316.002638316,29,6,13,4,63,"toluene",3,0,0,0,1,0
"1132",1361,-6.74342595706291,269.001910044,25,6,11,3,116,"toluene",2,0,0,0,0,1
"1133",1362,-14.9998546267568,357.976817492,30,7,15,4,307,"toluene",2,0,1,0,0,1
"1134",1363,-5.47883674175679,316.002638316,29,6,13,3,73,"toluene",1,0,0,0,2,0
"1135",1364,-3.31525517664513,266.98625998,23,6,11,2,121,"toluene",0,0,1,1,1,0
"1136",1365,-9.45632836354059,299.012474728,29,7,12,3,89,"toluene",1,1,0,0,1,1
"1137",1366,-5.09294659215188,312.007723696,29,7,12,3,138,"toluene",2,0,0,0,0,1
"1138",1368,-1.9895917571009,331.961167428,26,5,15,3,160,"toluene",2,1,0,1,1,0
"1139",1369,-3.84921782218904,329.981902872,28,6,14,2,403,"toluene",1,0,0,1,1,0
"1140",1371,-3.70340595188823,254.98625998,22,5,11,3,83,"toluene",3,1,0,1,0,0
"1141",1372,-6.08045006933844,286.97608922,24,5,13,3,320,"toluene",0,1,1,0,1,1
"1142",1376,-6.5584640917311,208.021917216,22,6,8,3,129,"toluene",1,0,0,0,1,1
"1143",1377,-3.8355219821415,223.069201756,28,7,7,2,202,"apin",0,0,1,0,1,0
"1144",1378,-6.3677144353456,263.100501884,35,10,7,1,194,"decane",0,2,0,0,1,0
"1145",1379,-3.76345209673807,263.027730868,27,8,9,1,113,"decane",0,2,0,0,0,1
"1146",1381,-9.70324426127099,252.084517472,33,9,8,4,665,"apin",2,0,0,0,1,1
"1147",1382,-3.00024971186909,210.001181772,20,5,9,2,161,"toluene",0,2,0,0,2,0
"1148",1383,-4.82436554401023,331.997552936,30,6,14,3,425,"toluene",1,0,0,1,2,0
"1149",1384,-10.5805171406063,252.011746456,25,7,10,4,231,"toluene",3,0,0,0,0,1
"1150",1385,-7.96290857506721,279.059030996,32,9,9,2,461,"apin",0,2,1,0,1,0
"1151",1386,-3.92303410245731,327.966252808,26,6,14,3,300,"",2,2,0,1,0,1
"1152",1387,-0.783395334496211,283.017560108,28,7,11,4,148,"toluene",3,1,0,0,1,0
"1153",1388,-6.23781194070028,312.991739284,28,7,13,3,475,"toluene",1,1,0,1,1,1
"1154",1389,-9.68620588741809,328.002638316,30,7,13,3,151,"toluene",3,1,0,1,0,0
"1155",1390,-5.80204649429587,164.032087976,19,5,6,3,131,"toluene",1,0,1,0,1,0
"1156",1391,-11.1307640744189,210.073952788,28,7,7,4,918,"apin",1,0,1,0,2,0
"1157",1392,0.344861938532865,154.099379688,25,9,2,0,2,"apin",0,1,0,0,0,0
"1158",1394,-1.41875923689242,297.992073632,26,6,12,2,332,"toluene",0,2,0,0,1,1
"1159",1395,-4.30088178150822,219.985531708,19,6,9,2,74,"toluene",0,2,1,0,1,0
"1160",1396,-6.44679466871488,283.017560108,28,7,11,2,189,"toluene",1,0,0,1,1,0
"1161",1397,-8.2825859424152,249.08485182,32,9,7,2,546,"decane",1,1,1,0,0,0
"1162",1398,0.681569772336482,248.975695296,20,6,10,0,20,"toluene",0,0,0,1,0,0
"1163",1399,0.0687485483175446,295.976423568,24,6,12,0,18,"toluene",0,0,0,2,0,0
"1164",1400,-3.68727262226034,280.017894456,27,7,10,1,77,"toluene",0,0,1,0,0,0
"1165",1401,-3.6413155730719,324.044109204,34,9,11,1,114,"apin",0,2,0,0,0,1
"1166",1402,-9.2532466989579,279.059030996,32,9,9,2,46,"apin",0,1,0,0,1,1
"1167",1403,-7.42235022328806,345.976817492,29,6,15,3,405,"toluene",1,0,1,1,1,0
"1168",1404,-7.47727854948011,281.07468106,34,9,9,2,163,"apin",0,0,1,0,1,0
"1169",1405,-10.9387767791296,295.053945616,33,9,10,3,599,"apin",1,0,1,0,0,1
"1170",1406,-5.00986268198584,312.007723696,29,7,12,2,199,"toluene",2,0,0,0,0,0
"1171",1407,-9.79690545927544,311.085245744,38,10,10,3,235,"apin",0,1,0,0,3,0
"1172",1408,-3.54826319096514,325.986988252,28,7,13,2,179,"toluene",1,0,0,0,0,1
"1173",1409,-9.47515183007312,222.073952788,29,8,7,3,531,"apin",0,1,1,0,2,0
"1174",1410,-6.75375278560965,324.080494712,38,10,10,2,154,"apin",1,1,0,0,1,0
"1175",1412,0.399459935146472,287.971338188,23,4,13,2,201,"toluene",1,0,0,2,1,0
"1176",1413,-2.74959138252258,278.98625998,24,7,11,2,182,"toluene",1,2,0,0,0,1
"1177",1414,-7.95336113048505,224.016831836,23,6,9,3,325,"toluene",1,1,1,0,1,0
"1178",1416,-1.46968905490449,250.99134536,22,6,10,1,185,"toluene",0,2,0,0,1,0
"1179",1417,-3.13889673596735,246.99643074,22,7,9,1,62,"toluene",0,1,1,0,0,0
"1180",1418,-5.68450371395971,230.079038168,30,10,6,2,77,"apin",1,3,0,0,1,0
"1181",1419,-7.53504177157988,252.011746456,25,7,10,3,209,"toluene",1,0,0,0,1,1
"1182",1420,-2.30138988657534,357.976817492,30,7,15,1,394,"toluene",0,2,0,1,1,0
"1183",1421,-5.17608592055476,306.069930028,35,10,9,0,173,"decane",0,3,0,0,0,0
"1184",1422,-7.82534742112011,188.032087976,21,7,6,2,79,"toluene",0,2,1,0,1,0
"1185",1423,-7.75705593508484,271.053945616,31,7,10,3,510,"apin",0,1,0,0,3,0
"1186",1424,-3.64716520945557,193.022251564,20,5,7,2,42,"toluene",0,0,1,0,1,0
"1187",1425,-6.33925738848095,312.007723696,29,7,12,2,316,"apin",1,0,1,1,0,0
"1188",1426,-4.94960616583729,221.053551692,26,7,7,2,59,"apin",1,1,0,0,1,0
"1189",1427,-6.13394616192795,234.073952788,30,9,7,3,329,"apin",2,2,0,0,0,1
"1190",1428,-4.20886260926699,282.9811746,24,6,12,3,62,"toluene",1,2,0,0,1,1
"1191",1430,-2.62076882594944,205.022251564,21,6,7,1,31,"toluene",0,0,1,0,0,0
"1192",1431,-10.4126317920278,238.0324819,26,7,9,4,771,"toluene",1,1,1,0,2,0
"1193",1432,-7.46713485872008,312.991739284,28,7,13,3,130,"toluene",0,0,0,1,2,1
"1194",1433,-5.71622772087305,222.99643074,20,5,9,3,52,"toluene",2,1,1,0,0,0
"1195",1434,-6.74164457008284,386.044503128,40,10,14,2,520,"apin",0,1,0,1,1,1
"1196",1435,-5.19472061422302,270.069930028,32,7,9,2,286,"decane",1,0,0,0,1,0
"1197",1436,-1.32341538074825,222.04880066,25,6,7,0,22,"decane",0,0,0,0,0,0
"1198",1437,-3.94333289258557,235.032816248,25,7,8,1,103,"apin",0,2,0,0,1,0
"1199",1438,-2.73172307483894,232.094688232,32,10,6,2,333,"decane",1,3,0,0,1,0
